用户名,帖子内容,留言用户名,留言时间,留言内容
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['SS小栎'],['22-3-6 12:31'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['今日吃座富士山'],['22-3-6 12:39'],['为所有运动员加油！:fuel_pump:']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['流浪的心在海边'],['22-3-6 12:34'],['为运动员们加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['_星空棒棒糖'],['22-3-6 12:38'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['邢莲莲XLL'],['22-3-6 11:46'],['加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['减速人爱吃五花肉'],['22-3-6 11:55'],['中国健儿加油！！！你们超级棒']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['今天的风甚是喧嚣呢'],['22-3-6 12:04'],['为所有残奥会运动员加油！！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['时生Felicia'],['22-3-6 12:05'],['为奥运健儿喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['小小栀子叻'],['22-3-6 12:08'],['为运动员加油！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Chianfans'],['22-3-6 12:09'],['真棒:thumbs_up:']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['苏蜡笔的眼眸'],['22-3-6 12:10'],['自我价值永在']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['耳畔潮汐-'],['22-3-6 11:39'],['加油！你们好棒！！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['诗晗_Han'],['22-3-6 11:41'],['加油加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['_风对树说过'],['22-3-6 11:42'],['为所有运动员加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['欣玺2813'],['22-3-6 11:46'],['为所有奥运健儿加油喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['养猪的仙女0921'],['22-3-6 11:48'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['墨梅65458'],['22-3-6 12:02'],['加油加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['_圆圆的伞_'],['22-3-6 11:39'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['小仙女有情绪le'],['22-3-6 11:44'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['给个小董喔'],['22-3-6 11:42'],['1']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Eternal9799'],['22-3-6 10:47'],['赞']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['二月-初九'],['22-3-6 11:11'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['顧南衣yh'],['22-3-6 11:21'],['为所有运动员加油，为梦想加油，你们都是最棒的']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['waitdll'],['22-3-6 11:16'],['#中国队刚开赛就实现金容融大丰收# 加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['山里人nnn'],['22-3-6 11:18'],['向所有运动员加油喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['福建农林大学易班学生工作站'],['22-3-6 11:22'],['残奥会运动员们不向命运屈服，勇敢挑战极限，但他们身上所体现出来的不屈不挠的拼搏精神，所展现出来的抗争逆境的生命之美，足以打动人心，为冬残奥会运动员们喝彩！:clapping_hands::clapping_hands::clapping_hands:']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['不要不甘快放下'],['22-3-6 10:48'],['加油！！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['蜜汁炖鱿鱼43213'],['22-3-6 10:48'],['加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['提拉米蘇de明天de明天de明天'],['22-3-6 10:49'],['加油整个赛场都很破防还有什么理由不去努力雪容融雪容融']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['我站在-老大旁边'],['22-3-6 10:50'],['精彩！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['十年醉_'],['22-3-6 10:59'],['雪容融雪容融']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['你在说什么乱七八糟的'],['22-3-6 11:01'],['加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['极乐妙音2017'],['22-3-6 11:05'],['为中国健儿加油！真棒！冰墩墩雪容融']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['云淡风轻_2021x'],['22-3-6 11:05'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['鹅卵石碳烤秋刀鱼'],['22-3-6 11:06'],['可恶！看的有点想流泪']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['紫艳188'],['22-3-6 11:09'],['为所有残奥运动员加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['文明开封农业农村局'],['22-3-6 11:09'],['为梦想加油@文明开封 @文明河南 @中国文明网 ']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['南宁普法'],['22-3-6 11:11'],['别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['柒月Sophie'],['22-3-6 11:16'],['加油！！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['有猫猫一只'],['22-3-6 11:16'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['玺圆zii'],['22-3-6 11:14'],['加油冲冲冲']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['花花flowers0517'],['22-3-6 10:45'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['小张给我努力啊'],['22-3-6 10:50'],['所有的运动员都加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Ms喵小鹰'],['22-3-6 10:50'],['为你们喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['小新烦恼疑问多'],['22-3-6 10:50'],['加油，有梦想谁都了不起']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['要加倍努力冲呀'],['22-3-6 10:50'],['好棒！为运动健儿们加油！喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['鲜奶不如酸奶'],['22-3-6 10:52'],['残奥健儿需要付出更多的汗水克服更大的困难才能做出骄人的成绩，我为他们感到骄傲，同时报以我的敬意']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['维罗林檬群'],['22-3-6 10:52'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['毛茸茸的熊仔'],['22-3-6 10:53'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['呆橘美奈子啊哈哈'],['22-3-6 10:53'],['加油，你们超棒']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['宣卓希'],['22-3-6 10:54'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['蓝胖胖0712'],['22-3-6 10:54'],['为运动员们加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['星星蜜桃喵喵好运锦鲤'],['22-3-6 10:55'],['运动员们加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['tantai'],['22-3-6 10:59'],['只剩下中央5台直播轮椅冰壶，其他高山比赛一律录播，其他2个体育频道也是播录像，没有直播残奥计划，这能看出来支持冬残奥了？']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['4delwer'],['22-3-6 10:59'],['运动员们加油:flexed_biceps:雪容融雪容融雪容融']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['要努力遇见被值得感谢的自己'],['22-3-10 05:29'],['宝贝们，加油！你们很棒啊！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['杜尔伯特县法院'],['22-3-10 10:29'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】@中国长安网 @黑龙江-平安黑龙江']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['楠bpingf'],['22-3-12 21:20'],['那声加油，我哽咽了']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['大莉花妈妈'],['22-3-14 08:10'],['#冬奥# #北京2022年冬奥会# #北京冬残奥会# 这创意好！完美的结合，不能吝啬']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['YHoojskwzbL_523'],['22-3-14 23:54'],['转发微博']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['女巫7997'],['22-4-6 14:42'],['超越自己，为国争光']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Martial丶亮I亮'],['22-4-6 15:00'],['为所有运动员加油。']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['五月的小辫儿'],['22-4-6 15:20'],['为所有运动员加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['栖梧沐云'],['22-3-6 10:45'],['加油(;｀O)o！！']
